User age ;34;;;
User gender;Female;;;
"User education level
";Higher;;;"
"
Song;"Time of the day
";Activity;Mood;Location
Mabel - Mad Love;Afternoon;studing;Calm;Home
Mabel-Mad Love;Afternoon;studing;Calm;Home
Jonas Blue & Tiësto - Ritual (Lyrics) Ft. Rita Ora;Afternoon;studing;Calm;Home
Kygo - Carry On (Lyrics) ft. Rita Ora;Afternoon;studing;Calm;Home
Rita Ora - Let You Love Me;Afternoon;studing;Calm;Home
Demi Lovato – No Promises;Afternoon;studing;Calm;Home
"The Chainsmokers - HOPE
";Afternoon;studing;Calm;Home
The Chainsmokers - Closer ft. Halsey;Afternoon;studing;Calm;Home
Kygo - Higher Love (feat. Whitney Houston);Morning;Working;Calm;Work
Runnin' (Lose it all) - Naughty Boy ft. Beyoncé & Arrow Benjamin;Morning;Working;Calm;Work
"Calvin Harris; Sam Smith - Promises";Morning;Working;Calm;Work
Mabel - Don't Call Me Up;Morning;Working;Calm;Work
Jax Jones - Breathe (Visualiser) ft. Ina Wroldsen;Morning;Working;Calm;Work
Nuvole Bianche (Live at the Old Vic Tunnels);Morning;Working;Sad;Work
Ludovico Einaudi - Una Mattina ;Morning;Working;Sad;Work
"Experience (Live at Fabric; Yellow Lounge London)";Morning;Working;Sad;Work
Ludovico Einaudi - Divenire;Morning;Working;Sad;Work
Ludovico Einaudi-Oltremare;Morning;Working;Sad;Work
Ludovico Einaudi-Night;Morning;Working;Sad;Work
Ludovico Einaudi-Fly;Morning;Working;Sad;Work
Ludovico Einaudi-Andare;Morning;Working;Sad;Work
Ludovico Einaudi-Primavera;Morning;Working;Sad;Work
Ludovico Einaudi - Elegy For The Arctic (Live);Morning;Working;Sad;Work
Yann Tiersen - Comptine d'un autre été;Night;Working;Peaceful;Work
Yann Tiersen - La Valse d'Amélie – Orchestra Version;Night;Working;Peaceful;Work
Yann Tiersen - Amelie - La noyee;Night;Working;Peaceful;Work
Yann Tiersen - Porz Goret;Night;Working;Peaceful;Work
"Yann Tiersen - Summer '78

";Night;Working;Peaceful;Work
"Yann Tiersen - Mother's Journey

";Night;Working;Peaceful;Work
Yann Tiersen - Le Moulin;Night;Working;Peaceful;Work
Yann Tiersen - La Veillée;Night;Working;Peaceful;Work
Yann Tiersen - Les jours tristes;Night;Working;Peaceful;Work
Yann Tiersen - La Plage;Night;Working;Peaceful;Work
firewind - Maniac;Midday;Working;Angry;Work
firewind - The Fire and the Fury;Midday;Working;Angry;Work
firewind - Ode to Leonidas;Midday;Working;Angry;Work
"firewind - Guitar Solo (Live in Greece 2008)
";Midday;Working;Angry;Work
"firewind - Head Up High

";Midday;Working;Angry;Work
firewind- Breaking the Silence;Midday;Working;Angry;Work
firewind - World On Fire;Midday;Working;Angry;Work
firewind - Lady of 1000 Sorrows;Midday;Working;Angry;Work
firewind - Falling To Pieces;Midday;Working;Angry;Work
firewind - I Am The Anger (Remaster);Midday;Working;Angry;Work
"GusG-Thrill of the Chase
";Midday;Working;Angry;Work
"GusG-The Quest
";Midday;Working;Angry;Work
"GusG-Don't Tread on Me
";Midday;Working;Angry;Work
"GusG-Fearless
";Midday;Working;Angry;Work
"GusG-
I Am the Fire";Midday;Working;Angry;Work
"GusG-Brand New Revolution
";Midday;Working;Angry;Work
"GusG-My Will Be Done
";Midday;Working;Angry;Work
"GusG-Long Way Down
";Midday;Working;Angry;Work
"GusG-Eyes Wide Open
";Midday;Working;Angry;Work
Maluma - 11 PM;Morning;Working;Bored;Work
J Balvin & Pitbull - Hey Ma (feat. Camila Cabello);Morning;Working;Bored;Work
Ricky Martin - Vente Pa' Ca;Morning;Working;Bored;Work
Nicky Jam - X ft. J Balvin;Morning;Working;Bored;Work
Maluma - Sin Contrato;Morning;Working;Bored;Work
"Thalía; Natti Natasha - No Me Acuerdo";Morning;Working;Bored;Work
Maluma - El Préstamo;Morning;Working;Bored;Work
Enrique Iglesias - EL BAÑO;Morning;Working;Bored;Work
Maluma - HP;Morning;Working;Bored;Work
"CNCO; Prince Royce - Llegaste Tú";Morning;Working;Bored;Work
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
;Select;Select;Select;"Select
"
