,song-artist,zcr_mean,zcr_std,zcr_min,zcr_max,energy_mean,energy_std,energy_min,energy_max,energy_entropy_mean,energy_entropy_std,energy_entropy_min,energy_entropy_max,spectral_centroid_mean,spectral_centroid_std,spectral_centroid_min,spectral_centroid_max,spectral_spread_mean,spectral_spread_std,spectral_spread_min,spectral_spread_max,spectral_entropy_mean,spectral_entropy_std,spectral_entropy_min,spectral_entropy_max,spectral_flux_mean,spectral_flux_std,spectral_flux_min,spectral_flux_max,spectral_rolloff_mean,spectral_rolloff_std,spectral_rolloff_min,spectral_rolloff_max,mfcc_1_mean,mfcc_1_std,mfcc_1_min,mfcc_1_max,mfcc_2_mean,mfcc_2_std,mfcc_2_min,mfcc_2_max,mfcc_3_mean,mfcc_3_std,mfcc_3_min,mfcc_3_max,mfcc_4_mean,mfcc_4_std,mfcc_4_min,mfcc_4_max,mfcc_5_mean,mfcc_5_std,mfcc_5_min,mfcc_5_max,mfcc_6_mean,mfcc_6_std,mfcc_6_min,mfcc_6_max,mfcc_7_mean,mfcc_7_std,mfcc_7_min,mfcc_7_max,mfcc_8_mean,mfcc_8_std,mfcc_8_min,mfcc_8_max,mfcc_9_mean,mfcc_9_std,mfcc_9_min,mfcc_9_max,mfcc_10_mean,mfcc_10_std,mfcc_10_min,mfcc_10_max,mfcc_11_mean,mfcc_11_std,mfcc_11_min,mfcc_11_max,mfcc_12_mean,mfcc_12_std,mfcc_12_min,mfcc_12_max,mfcc_13_mean,mfcc_13_std,mfcc_13_min,mfcc_13_max,chroma_1_mean,chroma_1_std,chroma_1_min,chroma_1_max,chroma_2_mean,chroma_2_std,chroma_2_min,chroma_2_max,chroma_3_mean,chroma_3_std,chroma_3_min,chroma_3_max,chroma_4_mean,chroma_4_std,chroma_4_min,chroma_4_max,chroma_5_mean,chroma_5_std,chroma_5_min,chroma_5_max,chroma_6_mean,chroma_6_std,chroma_6_min,chroma_6_max,chroma_7_mean,chroma_7_std,chroma_7_min,chroma_7_max,chroma_8_mean,chroma_8_std,chroma_8_min,chroma_8_max,chroma_9_mean,chroma_9_std,chroma_9_min,chroma_9_max,chroma_10_mean,chroma_10_std,chroma_10_min,chroma_10_max,chroma_11_mean,chroma_11_std,chroma_11_min,chroma_11_max,chroma_12_mean,chroma_12_std,chroma_12_min,chroma_12_max,chroma_std_mean,chroma_std_std,chroma_std_min,chroma_std_max,gender,age,location,mood,activity,period,user_id
0,My Angel-Stive Morgan,0.04449722911950375,0.022656020500019858,0.0032426671504212066,0.22621571673148225,0.0416462356310669,0.015293860278031653,1.9057429964550648e-06,0.06770559042914219,3.2005207431194367,0.12753338906546013,2.0977608161042256,3.3111095530697114,0.13715890246769394,0.020667690196590382,0.08533980999180399,0.2738847783956938,0.181016427574488,0.012709521259886605,0.12097375898464435,0.20543966591384927,0.26259660997034856,0.2425168864481463,0.024719637044492256,2.2612985035524256,0.00015839421745082657,0.00015806865339087098,0.0,0.002658431042490002,0.05057965902410347,0.047507597774479327,0.0,0.4336281179138322,-18.294864982937952,2.1103977953275117,-34.688602437987925,-17.055506363170288,2.0059214171156663,0.5167525224803732,-2.174701499013829,2.643342834805643,-0.24238945127835135,0.2463400323433158,-0.8674226555578027,0.857663371747066,0.31417752647490604,0.13499633867574365,-0.1986156130538608,0.922776783137693,0.237835459618858,0.15726070765785147,-0.6051864338728531,0.6778944581584254,0.4059923114030923,0.15748403163979754,0.017631918559493,0.8199609835842279,0.16008317151452867,0.2338357769928156,-0.3997872551766101,0.6544152304902568,0.21949443082069134,0.19535669989464632,-0.1716235044450128,0.8846811551853272,-0.06621050176614042,0.1902369917529536,-0.4844911706302511,0.5093312892770028,-0.02828215772319252,0.2117311411897662,-0.5674597108357768,0.5381724335690031,0.2577028271326248,0.19993101021519308,-0.25393244541322274,0.6958708905427934,0.22229675935188006,0.16536573483030362,-0.2321884921533444,0.5558548522391156,0.09835233729624204,0.12992402051912408,-0.2330540771935902,0.4071843832117065,5.147253151603336e-05,4.4160492169001365e-05,6.069994987692268e-06,0.0003740771205754821,5.083360417040984e-05,5.6326901760606944e-05,1.2417632563372928e-06,0.000560784586073482,6.47132810584367e-05,4.39583148325176e-05,5.394647941575727e-06,0.0005001595165586673,0.001233965598071632,0.01123592615388706,1.223349885653549e-05,0.15654875551224978,4.099191986808357e-05,5.032377077880426e-05,9.383065576671736e-07,0.0006768279930717902,8.550313369728642e-05,9.014007219444038e-05,5.268202678153918e-06,0.0006528633367401043,9.836277165158096e-05,0.00012128678729904146,6.684829945426978e-06,0.0014263766247034019,6.727048190816489e-05,4.992049799543888e-05,2.930006662440657e-06,0.0004216507132914252,7.034358895309464e-05,5.590957834485405e-05,5.9523667256855184e-06,0.0005336288206126213,8.799716565972485e-05,7.237281809610343e-05,3.0377420004585583e-06,0.0006184095313814884,5.858481055644552e-05,2.776968272937333e-05,1.5410991424050258e-05,0.0002415403145652667,5.261336559979024e-05,4.3405354229566465e-05,4.15915294963718e-06,0.0004187116370085737,0.00036952037401009067,0.0031017236101966144,9.160490963964732e-06,0.04326566881562481,female,44.0,other,pleased,studying,evening,1.0
1,October & April-The Rasmus,0.0385001357088828,0.010665676775299074,0.0,0.07292599689338881,0.09449726361371673,0.040420440138370387,1.149627315569154e-07,0.15063720687123994,3.184931445330637,0.20442076225224187,1.0977338740763511,3.3219260972790337,0.11477660612906875,0.01989261557087718,2.267573673498607e-05,0.19012321242022695,0.1503928070679816,0.025440029639970944,1.2537070097573561e-08,0.22869866169734016,0.17486465770313506,0.06572093669835385,0.030376264071949106,0.4076250766711447,0.0013186856863589287,0.01720210522577168,0.0,0.2698777023573645,0.030312832616039613,0.011900501082718229,0.0,0.06984126984126984,-17.884555095932672,4.649922218329534,-50.59644256269402,-15.41455328994689,2.47393882331336,0.8377694188218502,-2.0070274716966146,3.476797476704792,-0.16079041957670934,0.5780794721997748,-2.7726015104044404,0.9238085883977636,0.062027775166215514,0.3831451723576446,-1.1468656997225617,1.0672730716766508,0.20481854641353456,0.2294296901174718,-0.7139141355900666,0.6943584396465456,0.2286711274257137,0.21484106482601426,-0.6769629907955692,0.675037173133357,-0.020667612833802883,0.21576290673406573,-0.8118018979261125,0.3893703599384878,-0.09664399055536994,0.1877507375413914,-0.7449945415878236,0.488024103781566,-0.1161044355162669,0.20376904768831056,-0.6290538769294743,0.8308620699910004,-0.14186148641589247,0.21907897034750376,-0.9399289272104346,0.9631241380196424,0.10914701609373813,0.2497938609584361,-0.3804146047676304,0.9259957222035275,0.06454298400796127,0.2727596897405634,-0.7202783389430824,0.8317018175688813,0.1737498897231713,0.181376344340048,-0.4882813711456736,0.93365787793668,8.783048346877378e-05,0.00014318332804298466,1.1609860147649947e-35,0.0016544498619476215,5.2546833524232594e-05,0.0001888135372869425,4.103461582576921e-34,0.0017346602054192422,8.185634833866212e-05,0.00040250152872357283,1.3834340429222471e-33,0.005218671619267066,0.003394563752567734,0.023060164041583425,3.0332175961355684e-06,0.16666666666666666,3.664341522320258e-05,6.416863440710548e-05,1.7380489749618314e-35,0.0006942725148384048,0.00023543283293341779,0.00033726716885849916,2.8096111732750316e-35,0.0025360870612959915,0.00013877359496222965,0.00017256509933784786,4.784570695761606e-34,0.0009485709267410364,0.00012190163910763058,0.00018040928027664022,1.1286588639611798e-36,0.0013304891187752214,8.055151689070021e-05,6.97125713229665e-05,7.952683212633435e-34,0.0004262828035268565,7.784114063332099e-05,9.89265799274552e-05,3.8174574085939877e-36,0.0009445090241919835,0.00011422332914745859,0.00017729753820732163,1.2900326600899719e-33,0.0013384280734399102,8.742512077925644e-05,0.00012177801064108052,4.231300380782528e-35,0.001512652038586459,0.001031152860298135,0.0063615957595382815,8.996264615437723e-06,0.04606423319938055,female,44.0,work,pleased,working,evening,1.0
2,One more time-R Armando Morabito,0.03611400596177576,0.018854077139778002,0.0,0.09407136135330332,0.03121655798606715,0.025408547625128945,2.6057156073755154e-10,0.11669965259392008,3.1727298320560275,0.22616968636702875,1.1492645301495772,3.3211104866386436,0.12777938188377935,0.05675619231497635,2.267573673504015e-05,0.25400305049475586,0.16041535036962487,0.03511132836544165,1.3648245545051523e-08,0.27199289879987804,0.2473059857801007,0.22795665006059604,0.00012710153363475196,1.3934264749684624,0.00041985270923743453,0.000593957313693134,0.0,0.008080762956509991,0.04223244305932554,0.04876920021114672,0.0,0.3546031746031746,-20.172143620551893,3.4496766803835417,-50.59644256269407,-16.205691138922795,2.8373158325431125,0.9699280879410356,2.5150062335973364e-15,6.1382482517094665,0.3143705144171166,0.320580541631842,-0.7715915960203363,1.3028670464598406,0.3818419987800192,0.2445586475369438,-0.2465905364193208,1.1559649471985611,0.06327311833615003,0.1867543276837195,-0.4454759070957935,0.6047837571008601,-0.07904480902929255,0.2257735872168909,-0.7884111584345704,0.486268216197034,-0.20060439569774585,0.21396136549923853,-0.8392979579981601,0.4655799695961758,0.059387736893801175,0.2715561387085211,-0.8712282700057344,0.795141288212653,0.157571411553272,0.28859260165128736,-0.5845364356315172,1.0470801462194468,0.15446934459189174,0.3402500275361148,-0.6643234074771551,1.0319986502802236,-0.1097504589047444,0.2713416404404216,-0.8730915224603237,0.6212166738014796,0.0008064194524521415,0.21467494688047176,-0.5684383896280121,0.6732686159318781,-0.02232390213013552,0.21155945244297386,-0.5647849674829982,0.6166948612572886,5.776325736720438e-05,0.00013759769607049775,4.45576038761463e-35,0.0015925837622121884,3.795679488676814e-05,0.00010223104986267008,2.3097097571612036e-34,0.0011377574787911624,3.3361348179908544e-05,0.0001183009988867181,2.3804807140119553e-33,0.0015947724415453087,0.0005061633259425201,0.008372478792828474,3.4998073039424896e-07,0.16666666666666666,2.517264347969591e-05,3.876623707318465e-05,1.7445557699218073e-35,0.0004101599537611648,3.74817520018521e-05,6.121497091135834e-05,4.6567985388278336e-35,0.0005997305013877526,4.107800246279417e-05,6.228177424470963e-05,5.336068524205862e-34,0.0007864008715093367,3.513224525154756e-05,4.892922206428424e-05,3.98071635614493e-36,0.0005185089937274212,3.733990824333834e-05,5.419705522759474e-05,4.8589134688799275e-34,0.000619069737469983,4.675627742932844e-05,9.720745215317226e-05,6.194244455568019e-36,0.0010519449303212675,6.557768213701987e-05,0.00010431115307647807,1.70014272196994e-33,0.0007982867211188353,5.518055067320276e-05,0.00013133765107396162,4.324125558058109e-35,0.0012771740996890572,0.00018065272259929396,0.0023126045825666453,8.907323569942103e-07,0.04606423319938055,female,44.0,work,pleased,working,evening,1.0
3,Let me love you - Justin Bieber,0.042760619762571284,0.01563969554663534,0.00953525550176306,0.1263279629020737,0.09342972357209013,0.03428181540482759,1.4201915845334158e-07,0.1470784216156424,3.1679826541397467,0.16328499991279927,1.9244656399939768,3.314161229923775,0.1281187533361943,0.02913379104198427,0.0448093634377444,0.26797652301780583,0.1616639609937562,0.020996252943558655,0.08184088576671572,0.2248618996911181,0.2326561877036994,0.15250362267138098,0.0057700134686447385,0.9015772624204702,0.00016952939811634032,0.00010460137087925153,0.0,0.0008388281744358546,0.05020828493999226,0.026036630914014168,0.011791383219954649,0.1683673469387755,-17.186239614567043,2.2349061307963765,-35.547341675528514,-15.876594301454865,1.851265294693524,0.650966367008093,0.28786196655744506,3.1900970172843643,-0.17897318877123458,0.3481070182280953,-1.6353640110985432,0.6197469532519493,0.7034691816511895,0.3912264364014333,-0.6938278638961226,1.3574347420355597,0.19664405505531046,0.20049255303127847,-1.012764303148097,0.5930967843092464,0.3341815343615898,0.2014506282440443,-0.23944740179733545,0.8281221736619504,-0.0389137085305659,0.2507145987600271,-0.5716628396254514,0.6444517677912909,-0.07818256492819319,0.22474890720717208,-0.528566208888022,0.5568087805372708,-0.03651867178647086,0.19502358288165367,-0.5467411116900762,0.4396761184705567,-0.013853529104157837,0.17994985970908434,-0.4483039379624691,0.4639112835861662,-0.07548913241218458,0.2250443965158352,-1.002568226861079,0.3789791269442103,0.08046309015926277,0.1670039246183371,-0.4431857115265711,0.4074248196208517,0.038564843256820365,0.18863496327770266,-0.3848195040947682,0.5262600473315999,4.679127542298811e-05,4.349249113083666e-05,1.897516256623431e-06,0.00028807676055170675,5.012794799220509e-05,9.472806255729212e-05,1.634422518441666e-06,0.0008860285273427284,3.4067954378077446e-05,3.0219260550375617e-05,5.918850929742198e-06,0.0002491616602828143,5.204770107520109e-05,5.616523039864914e-05,3.8056613456933165e-06,0.00047224164357851864,2.572428790420932e-05,1.675585758833379e-05,3.834497844635967e-06,8.886155070403721e-05,7.990363983557935e-05,7.377526509558855e-05,5.645789667873886e-06,0.0004464822959684957,7.374975853670055e-05,8.312666082702962e-05,3.076231626995437e-06,0.0006514191314039408,4.6608922755328634e-05,3.9023510288780986e-05,2.568945532530744e-06,0.00025740651900665705,7.886011991364896e-05,0.00013500430209470915,6.7044262515001376e-06,0.0007953632112426228,9.970582367129013e-05,0.00016601605302702632,4.833183997987232e-06,0.001387817294135635,0.00015928031265710437,0.0002686790275078975,5.313774674209379e-06,0.002324510742580001,3.6808593688321056e-05,3.185383487980484e-05,4.650035205756956e-06,0.00021648450829258068,7.26240585587117e-05,8.207120560994428e-05,1.0179298915314135e-05,0.0006327779210679825,female,44.0,work,relaxed,studying,morning,1.0
4,Sign of the Times - Harry Styles,0.04865231231780005,0.017625136322623063,0.01200693885418202,0.0972800145126362,0.06848186428007283,0.03890337665306366,2.9071811269856435e-08,0.14912475171845685,3.171244733597782,0.173101935785318,2.266901972044572,3.3171527333360253,0.1313649277850935,0.03156444115121917,0.03774581607632388,0.21546226245132416,0.15564147898567446,0.0272700202061912,0.054357293299308315,0.22843370757876144,0.3374733654582527,0.19765312766171386,0.011215285182431171,0.9650519737605856,0.000205295160432435,0.00023792097654965215,0.0,0.002572371975907316,0.062161264505802324,0.02575064525484025,0.0,0.11950113378684807,-17.68304756266998,2.7988505034364395,-38.289083317700246,-14.843372911060015,1.6581594602856748,0.584730662623291,0.5729820097145812,3.6634656707726667,-0.10018686390852992,0.5299328331988743,-1.6306216747789841,1.0489167483057062,0.3849123519747468,0.31952780180554125,-0.8505354945288972,1.6674287452023149,0.04435971649437461,0.34345610461002146,-1.0291391752503949,0.8219089898425073,0.2451829545244292,0.3064934612133585,-0.90744295058266,1.0629456569115936,-0.04450506720326352,0.25422463411832075,-0.874940240130197,0.5582964352385206,0.16378981959479053,0.33183733178042785,-0.7736126632580989,1.1390227915811928,0.06253967848042652,0.3796925570177405,-0.8207435498640477,0.9967544024725528,0.08493255865349379,0.2927206199981943,-0.749710205966557,0.8925595616471831,0.05453218489134951,0.281421688656005,-0.6305403384409748,0.8970714569432965,0.17590206127881775,0.26131647626473264,-0.5836334924070777,0.9445634951624716,0.08241137124493672,0.1998696356345959,-0.6761031964753789,0.6474126216623007,0.00015079977900151254,0.00024713774464925223,1.046627065206683e-06,0.00146877807136711,0.000140838270317417,0.00029844378328699664,8.013764373908663e-07,0.002761844814713578,0.00023656814835340531,0.0008192705754448959,7.777230757627469e-07,0.009160161790297529,0.0005791636993794082,0.007940843726647247,3.5379984950307486e-06,0.14428114348103618,8.409508258560639e-05,0.00015000474379580562,1.192400443335093e-06,0.0019156703920658962,0.00032117174019336323,0.001162807689594128,1.2080251430382774e-06,0.017263085473562142,0.00018429583951145345,0.00031780348799133784,6.45186349947843e-07,0.0031727814408676613,0.0002336226844314812,0.0007613839949464296,2.357417539082401e-06,0.00854827311086486,0.0001258712792874243,0.0002182055567252532,3.5834791917557553e-07,0.0017100297802639154,8.805872071091361e-05,0.00013259846837094066,1.2464442843810557e-06,0.0009320133328201264,0.00011475703902512249,0.00027273370956333457,1.0788916548682746e-06,0.00265628397019325,0.00010440202092530983,0.00037153741637965516,4.373193710959961e-07,0.0050826527847276344,0.00038649222556284347,0.0022200444183412466,2.0415233498082343e-06,0.03987178726377584,female,44.0,work,relaxed,studying,morning,1.0
5,When I Look At You - Miley Cyrus,0.0551316558075387,0.013624161390531124,0.01670086962437216,0.08569258154854363,0.046684371586588336,0.029946062009865236,8.616021335223871e-08,0.10690799930888344,3.1915333956672853,0.22442989080752385,1.189261988516241,3.3169382145538657,0.1284626704152633,0.026856512074065173,0.051446260475167566,0.35411259259746103,0.14694336827026144,0.02141731027429544,0.08930101018804489,0.31661770063619604,0.44988653611188345,0.19521941324809672,0.03508974867819985,1.088371192712428,0.00021216353395547472,0.0006658839825919762,0.0,0.010429384046978964,0.0758544881367181,0.02966755481766068,0.0,0.150702947845805,-17.935036323174305,2.5803640969802633,-43.46342554928548,-15.627468229137097,1.572848851783,0.4940122230294387,0.3368653969677975,3.006165477980165,-0.030806798601267314,0.33474448501291043,-0.8303791955924522,0.8704920985948708,0.2241088876294449,0.3656058151729613,-1.0428835462730563,0.9674986765384552,0.1705019556783076,0.2599994748621345,-0.9978516718424721,0.8842096276814427,0.09489726488185088,0.2088803588974146,-0.7309897855624244,0.7050834545392708,-0.1860529527845737,0.2521419516725681,-0.848043729415503,0.5054090639590726,0.14200168127870724,0.3956802618215691,-0.9228154605683944,1.0415841967555366,0.15917544966897154,0.3960399100878744,-1.1185984226226953,1.029528511870467,0.007571913514853964,0.2902255231138817,-0.8750876129265682,0.7169167534722037,0.09478214488932092,0.3027351829799676,-0.4886836748689634,0.9896229581928534,0.05185725500056757,0.2770318224787365,-0.6341567409650337,1.1361233356229363,-0.0023805510632008827,0.21162172211984406,-0.5308147341900274,0.7286591419241077,0.00011023737825831582,0.00013376841257459093,1.4397086505177902e-06,0.0008045202741919183,8.844865273548584e-05,0.00013315119490305946,1.5185130788627606e-06,0.0012861496868050981,0.00011482924541576961,0.0003759733659487728,3.4848026558499765e-06,0.00442645866821915,0.0007384071202714659,0.010159207703822334,2.4008408245721168e-06,0.15971620252674565,5.365550784565736e-05,5.384541575712259e-05,1.2398094875008141e-06,0.00030792097115723595,0.00010595983201169934,0.0001554826256612185,8.068353612355529e-06,0.0013003438386455948,0.00016085939225650626,0.00036014327517846714,2.2498981690490397e-06,0.003923641758629628,9.676751052936384e-05,0.00016712476598269486,1.213332260841747e-06,0.001360159508228336,9.227507743730457e-05,9.289661779880746e-05,7.470735719980051e-06,0.0008062982493054036,0.00010583195554435164,0.00013987155689909424,2.16817491154622e-06,0.0011242254687200961,0.00011286362158066318,0.0003224378910055285,1.5355805024902133e-06,0.004844405469967771,0.0001752090694061639,0.0003626305024141605,3.841151623869488e-06,0.003108834518763739,0.0003111587955799746,0.002796255074295522,4.655482013700855e-06,0.044002637162195886,female,44.0,work,relaxed,studying,morning,1.0
6,Diamond Heart - Alan Walker,0.05326303635844853,0.022341046906909003,0.0,0.10452499461445143,0.05676551563155735,0.0418299119096206,1.79113232439739e-08,0.12107098126293385,3.2003622466506227,0.2113034480666123,1.2322061038907681,3.3219160551179208,0.1501530740900156,0.05561073520057723,2.267573673498937e-05,0.3065780314740372,0.16253351502769767,0.05014959590409242,1.2607756065585962e-08,0.2774923556892606,0.3903737135562272,0.1856807883187876,0.009517742811917416,0.8352790677741591,0.000541647261917587,0.0058352602904381675,0.0,0.08625419589354004,0.0633273770337628,0.029761265028656725,0.0,0.16040816326530613,-20.346843026473913,8.660432463024787,-50.596442562694044,-15.729917152664235,1.243654475262349,0.6097333273500402,1.4279946129196604e-14,2.9195982080573253,-0.5267996651996693,0.5196983525411987,-2.192513984788861,0.7803422296054895,0.0248841140998032,0.2960537906613251,-0.8220258218026016,0.7353365542845548,-0.1720803541521958,0.3880173265367463,-1.5389099038340324,0.4088986425227265,0.03054841612843968,0.2994760033939885,-1.143489218733425,0.4684319349809439,-0.10945001870134136,0.2432100777382093,-0.9355999281648096,0.3831191499061974,-0.2296100004793634,0.2935378436454329,-1.213124138857532,0.502413643239076,-0.1605425289425844,0.28107087928437624,-1.024296865845119,0.6964502587369598,-0.11916346741304765,0.28897623243450016,-0.9741384981891732,0.5660749325091238,0.17236227285904235,0.2420944529420195,-0.5575189505311768,0.7692773362160167,0.11446175616420265,0.2375856549665865,-0.7065047656234846,0.5979700760990659,0.09147158396278264,0.13369845097196964,-0.30542723090955626,0.4284375800028362,0.00011160216718446741,0.00023693083194275703,4.147636706879392e-35,0.0023884162491923377,4.05389569533211e-05,4.5938173215274894e-05,1.6462649303358704e-34,0.00029066767080283503,7.986116648727557e-05,0.00011440973561033169,2.2196552840177425e-33,0.0011843258295575248,0.012427452440175613,0.04327901499913953,4.164462168269577e-06,0.16666666666666666,3.57383623534814e-05,5.797945594491685e-05,2.774804709892505e-35,0.0006718302671870947,0.0001744802521740059,0.0003545369678619754,3.351688994969505e-35,0.003205387560920427,0.00012170795177522282,0.00018705275753076278,3.6232466351902316e-34,0.0012293640714521865,0.00017406029693249218,0.0002507850451386601,3.7020611301317433e-36,0.0017648795489914183,9.252052698339245e-05,0.00016275598337513362,3.3442351675642023e-34,0.0014536450772732641,8.391205231641921e-05,0.0001295264617029037,4.393313164571061e-36,0.00097153117996496,8.275652997107158e-05,6.720783313588012e-05,2.005798457099677e-33,0.00038859271489314695,7.052833157887688e-05,8.778403525012453e-05,5.517887056520345e-35,0.000725230983111306,0.003526551645331285,0.01193515774809048,8.114873127882517e-06,0.04606423319938055,female,44.0,work,relaxed,working,afternoon,1.0
7,Come Along - Titiyo,0.048497435791409374,0.01877066355518524,0.012641866687830927,0.13615800632660235,0.02461337968782428,0.00946212130824713,0.0002798577150677817,0.040100601472029325,3.145772379915672,0.2377991502014174,1.624030773908785,3.299822700414607,0.11702733760121516,0.017651458395120775,0.08082003993450765,0.19804209339062304,0.12894088254180558,0.014587479222992838,0.05052385154112612,0.1539525837314894,0.4364357080582043,0.25139532022044625,0.13159706536171056,1.7388486584205731,0.0001510128234885826,7.332099321406802e-05,0.0,0.0005780012165361149,0.06827695180636356,0.04542423127559099,0.007528344671201814,0.2351020408163265,-18.775193248341935,1.6895051474465717,-26.05785666907069,-17.295642643410087,1.4290527478689596,0.7495279640047231,-2.1082997301765225,2.4619694190530903,0.6461911252435899,0.5254516229682868,-1.761829786104711,1.5575433929511366,0.5852390053136294,0.3023683528825501,-0.2590545208109489,1.3465567508744072,0.12370764486406878,0.2834402315746915,-1.1052119666281477,0.9441712106175518,0.18497643769907893,0.19699850588676787,-0.40968949490973133,0.7956509667518048,0.20574482539298425,0.2146990534463168,-0.4830899520583313,0.8968139536487643,0.052848677214377665,0.21744365314106773,-0.5269043799222621,1.0383690081311772,0.11141795572756906,0.18371823123283135,-0.3940945580476955,0.6308224239124738,0.24470985994965996,0.19307599981446846,-0.3519931273781956,0.6872991534905115,0.0833957886744994,0.2401805702885536,-0.5757386650001747,0.7270901601613492,0.016840137722438076,0.17049788133952284,-0.3208213643335641,0.500287323498083,0.03301765853650249,0.15770366597442534,-0.29486205912229546,0.4782130548412743,4.4971133908004545e-05,5.3765186638078e-05,5.050197968114737e-06,0.0003794587740993271,5.8297567384818735e-05,8.61224934574408e-05,6.389030801654217e-06,0.0007943782932639773,5.237894436135462e-05,8.17128840389394e-05,4.504169843476069e-06,0.0008527111982959701,4.1574693895332746e-05,4.15114137596716e-05,5.1040232116194905e-06,0.0003024858615796781,3.923214901231308e-05,7.858585467180563e-05,3.749437694564849e-06,0.0007653561422267937,8.703079690079702e-05,9.754994461958948e-05,6.651830991741516e-06,0.0005661462955069871,0.00010986568777977177,0.00016266053170484906,1.266261902692726e-05,0.0019369451832404734,8.887818948261047e-05,9.64574227157143e-05,1.0258202934228584e-05,0.0006632330315795387,0.0001256796109044016,0.00023886781599152202,5.106180748302925e-06,0.002388594819087681,5.38344654998201e-05,5.301854032890704e-05,5.03361099035462e-06,0.000349605803630994,7.488501705307175e-05,0.0001216821210118252,5.183949559425898e-06,0.0009227093606090194,4.421700328273041e-05,3.743184174475036e-05,5.0324512268741215e-06,0.0002874125423222252,6.201824302362335e-05,7.561305335589323e-05,6.612151890886427e-06,0.0006335614629325888,female,44.0,work,relaxed,working,afternoon,1.0
8,My Angel - Stive Morgan,0.04449722911950375,0.022656020500019858,0.0032426671504212066,0.22621571673148225,0.0416462356310669,0.015293860278031653,1.9057429964550648e-06,0.06770559042914219,3.2005207431194367,0.12753338906546013,2.0977608161042256,3.3111095530697114,0.13715890246769394,0.020667690196590382,0.08533980999180399,0.2738847783956938,0.181016427574488,0.012709521259886605,0.12097375898464435,0.20543966591384927,0.26259660997034856,0.2425168864481463,0.024719637044492256,2.2612985035524256,0.00015839421745082657,0.00015806865339087098,0.0,0.002658431042490002,0.05057965902410347,0.047507597774479327,0.0,0.4336281179138322,-18.294864982937952,2.1103977953275117,-34.688602437987925,-17.055506363170288,2.0059214171156663,0.5167525224803732,-2.174701499013829,2.643342834805643,-0.24238945127835135,0.2463400323433158,-0.8674226555578027,0.857663371747066,0.31417752647490604,0.13499633867574365,-0.1986156130538608,0.922776783137693,0.237835459618858,0.15726070765785147,-0.6051864338728531,0.6778944581584254,0.4059923114030923,0.15748403163979754,0.017631918559493,0.8199609835842279,0.16008317151452867,0.2338357769928156,-0.3997872551766101,0.6544152304902568,0.21949443082069134,0.19535669989464632,-0.1716235044450128,0.8846811551853272,-0.06621050176614042,0.1902369917529536,-0.4844911706302511,0.5093312892770028,-0.02828215772319252,0.2117311411897662,-0.5674597108357768,0.5381724335690031,0.2577028271326248,0.19993101021519308,-0.25393244541322274,0.6958708905427934,0.22229675935188006,0.16536573483030362,-0.2321884921533444,0.5558548522391156,0.09835233729624204,0.12992402051912408,-0.2330540771935902,0.4071843832117065,5.147253151603336e-05,4.4160492169001365e-05,6.069994987692268e-06,0.0003740771205754821,5.083360417040984e-05,5.6326901760606944e-05,1.2417632563372928e-06,0.000560784586073482,6.47132810584367e-05,4.39583148325176e-05,5.394647941575727e-06,0.0005001595165586673,0.001233965598071632,0.01123592615388706,1.223349885653549e-05,0.15654875551224978,4.099191986808357e-05,5.032377077880426e-05,9.383065576671736e-07,0.0006768279930717902,8.550313369728642e-05,9.014007219444038e-05,5.268202678153918e-06,0.0006528633367401043,9.836277165158096e-05,0.00012128678729904146,6.684829945426978e-06,0.0014263766247034019,6.727048190816489e-05,4.992049799543888e-05,2.930006662440657e-06,0.0004216507132914252,7.034358895309464e-05,5.590957834485405e-05,5.9523667256855184e-06,0.0005336288206126213,8.799716565972485e-05,7.237281809610343e-05,3.0377420004585583e-06,0.0006184095313814884,5.858481055644552e-05,2.776968272937333e-05,1.5410991424050258e-05,0.0002415403145652667,5.261336559979024e-05,4.3405354229566465e-05,4.15915294963718e-06,0.0004187116370085737,0.00036952037401009067,0.0031017236101966144,9.160490963964732e-06,0.04326566881562481,female,44.0,work,nervous,working,afternoon,1.0
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,female,44.0,home,sad,amusing,evening,1.0
